881.019775,5544.456055,918.845947,5579.786133
885.636353,5766.838379,924.804077,5805.536621
887.346436,5993.332031,924.594482,6023.924316
892.934937,6219.849609,926.985962,6253.902832
891.703613,6447.347656,924.401855,6479.361328
885.874634,6675.919922,932.695801,6706.219727
5124.203125,320.295288,5160.676758,354.256958
5319.858887,426.834534,5354.477051,460.529236
5319.645996,190.873291,5356.304688,241.865784
5123.247070,999.659790,5162.737305,1040.218628
5127.106445,538.203003,5166.828613,576.063721
5131.273926,773.155701,5162.991211,805.598511
5326.031250,883.399902,5356.303711,924.030396
5322.723633,655.834656,5360.881348,695.637634
5151.668945,5508.823730,5186.533691,5546.675293
5339.545898,5394.805176,5366.453125,5433.381836
5143.927734,5738.244141,5179.986328,5773.604004
5344.654785,5621.431641,5384.948242,5659.898438
5156.974609,5286.408691,5193.150879,5319.300781
5155.864746,6182.981934,5194.374023,6220.146484
5156.908203,5960.844727,5190.712891,5995.115234
5354.301758,6075.882812,5394.143555,6114.087402
5344.974121,5848.511230,5380.440430,5889.814941
5333.365234,6301.312988,5381.267578,6331.932129
5349.442383,6754.599609,5386.013184,6793.525391
5151.795410,6418.810547,5199.811523,6444.339355
5356.661133,6527.385254,5392.473145,6561.748047
5356.791992,6980.654785,5394.105957,7022.884277
5162.273926,7313.577148,5211.012207,7363.242188
5368.144043,7206.830078,5400.447266,7245.751953
5165.801270,6869.605469,5199.963379,6901.185059
5170.533691,7096.677246,5206.439453,7133.373535
5168.421387,7782.177246,5212.050781,7823.148926
5362.017578,7439.098633,5403.052734,7475.443359
5169.594727,7551.729980,5200.881348,7595.069336
5364.174805,7669.270508,5400.598145,7705.730957
5121.566895,1233.918579,5159.964844,1258.889648
5330.309570,1340.853149,5361.942383,1375.760864
5327.533691,1110.458496,5366.953125,1147.048096
5123.246582,1455.908691,5161.988770,1492.269409
5327.113281,1555.702148,5365.812988,1583.975952
5328.448242,1789.933350,5369.126465,1821.344727
5131.581543,1682.695801,5167.086426,1717.611938
5324.780273,3132.895264,5368.727539,3167.608643
5323.256836,3598.201660,5365.945801,3627.575928
5139.943359,3254.468262,5175.612305,3286.406982
5337.697266,3361.826416,5372.270508,3403.929688
5129.098633,3486.078125,5170.707031,3522.333496
5334.171875,3815.213379,5371.076172,3850.498047
5332.333984,4046.423096,5363.368164,4089.221680
5142.090332,3934.696533,5174.244629,3969.950195
5143.124512,4154.304199,5176.889648,4191.968262
5141.414062,3702.897949,5177.350586,3746.337158
5339.312500,4272.009277,5373.420410,4308.750977
5340.706543,4493.602539,5381.303223,4534.413574
5137.882812,4376.915527,5170.213379,4414.882812
5146.280762,4603.739746,5181.674805,4646.016602
5346.185547,4722.117188,5383.799316,4741.445801
5145.204590,4837.440430,5187.041016,4865.537598
5334.248047,5180.420898,5375.039062,5218.959473
5150.576172,5057.671875,5186.531250,5097.820312
5339.064941,4941.653809,5372.018066,4973.652832
5706.095703,423.032593,5748.565918,465.856323
5516.649414,312.723816,5551.967285,352.135742
5892.649414,304.830627,5932.249512,342.531494
5510.750977,85.796402,5551.920898,124.656342
5695.972656,194.342651,5731.901367,238.424438
5887.412109,83.892738,5931.230957,123.783073
5519.530273,766.149780,5556.916016,801.883545
5708.343262,650.861206,5745.991211,684.720581
5510.555176,992.544128,5555.844727,1028.061279
5513.864746,540.866882,5553.994141,579.190430
5706.793457,881.439819,5749.374023,922.850891
5903.690918,767.342529,5947.659180,794.963257
5899.206055,531.698303,5941.318848,564.969238
5901.585938,995.847412,5938.899414,1031.429688
5889.201172,979.840881,5930.983398,1018.746765
5748.716309,5611.079590,5773.864258,5657.374512
5537.111328,5280.200684,5570.657715,5313.575684
5734.985840,5396.657227,5768.996582,5434.724121
5539.589844,5507.506836,5571.158203,5550.476562
5925.456055,5281.391602,5966.702637,5318.690918
5924.775879,5730.027344,5965.515625,5767.667480
5927.520996,5508.152344,5967.930176,5542.230957
5548.713379,5738.291016,5581.066895,5773.496582
5541.515625,5959.726074,5584.071777,5999.090332
5732.869141,5845.511230,5768.779785,5879.953613
5544.423340,6183.141113,5581.032227,6216.197754
5926.767578,6187.646484,5971.496094,6215.978516
5919.665527,5958.745605,5955.820801,5995.527344
5738.010742,6070.435547,5781.318848,6109.238281
5737.732910,6299.113281,5778.271973,6334.285156
5545.411133,6418.033691,5590.176758,6444.682129
5930.964355,6411.270020,5976.010742,6439.993164
5735.660156,6529.040527,5780.886719,6568.148926
5740.125000,6752.087891,5781.152832,6790.965820
5543.979980,6640.133301,5584.006836,6678.305664
5931.627930,6636.707520,5978.091797,6665.834961
5539.426270,6866.390625,5580.948242,6906.595703
5935.982910,6870.649902,5971.678223,6899.508789
5934.252930,7324.803711,5978.014648,7363.360352
5549.548340,7324.862305,5590.833496,7360.643066
5555.826172,7087.548340,5589.496094,7129.771973
5742.666016,7202.552246,5781.363281,7245.866211
5930.873047,7095.015137,5972.482910,7135.111816
5751.358887,6977.340332,5782.304199,7019.470215
5553.842773,7776.534668,5600.534668,7820.076660
5740.164551,7430.339355,5783.862305,7469.804688
5558.916992,7545.961426,5590.917969,7587.077148
5753.807129,7665.151855,5791.144043,7703.163574
5948.311523,7778.612305,5981.924316,7814.683594
5904.164551,1215.545410,5941.345215,1255.124390
5518.027344,1217.597412,5552.999512,1257.077148
5897.833496,1445.344482,5937.279297,1483.042969
5710.035156,1333.909668,5744.245117,1371.113525
5514.053711,1444.561890,5554.032715,1480.188232
5711.284668,1106.295654,5744.785156,1142.362183
5901.128906,1905.635864,5946.796387,1931.653320
5521.419434,1675.727783,5553.879395,1709.901367
5905.831543,1676.038452,5950.239746,1702.980347
5711.636719,1787.609619,5752.622559,1826.181641
5713.050293,2014.560181,5752.484863,2050.256104
5510.064941,1903.630249,5553.211914,1943.239746
5909.037598,2127.668213,5950.855469,2166.236572
5902.195312,2583.334961,5940.388184,2615.269043
5910.632324,2350.082520,5942.916504,2384.957031
5713.422363,2465.436523,5749.799805,2501.211914
5720.747559,2246.097656,5755.692383,2272.876953
5906.143555,2799.689697,5940.858887,2836.944336
5518.571289,3033.221680,5553.412109,3071.798584
5717.460938,2918.078125,5755.459473,2943.911377
5707.514648,2696.378174,5742.305664,2732.357666
5913.640625,3029.930664,5947.594727,3067.404297
5722.172363,3137.603027,5760.034180,3167.601074
5907.436035,3252.296875,5941.316406,3284.106445
